ID Jugador;ID_Equipo;Partidos_Jugados;Puntos;Asistencias;Reb_Off;Reb_Def;Rebotes;T2%;T3%;T1%;%_Pts_T2;%_Pts_T3;%_Pts_T1;Robos;Perdidas;Tapones;Tapones_Recibidos;Faltas_Cometidas;Faltas_Recibidas;Valoracion_PIR;eFG%;TS%;3PAr;AST_TO_Ratio;PPM;Game_Score;Minutos_Dec;Puntos_totales;Asistencias_totales;Rebotes_totales;Robos_totales;Tapones_totales;Perdidas_totales;Triples_metidos_totales;Tiros_media_distancia_metidos_totales;valoracion_total
CSW;CHA;20;5,2;2,65;0,45;2,75;3,2;56,86;32,5;77,78;55,77;37,5;6,73;0,85;1,05;0;0,15;2,15;0,65;6,65;53,3;54,76;0,44;2,52;0,2;4,75;25,87;104;53;64;17;0;21;13;29;133
5242;SAS;10;10,4;4,2;0,2;1,2;1,4;41,38;28,21;71,88;46,15;31,73;22,12;0,3;2,8;0;0,5;2,1;2,9;6,7;41,75;46,81;0,402;1,5;0,45;4,75;22,94;104;42;14;3;0;28;11;24;67
KRK;BIL, OLY;29;3,59;0,31;1,1;1,8;2,9;54,57;0;74,56;69,24;0;30,79;0,27;0,52;0,41;0,14;1,48;1,55;5,48;54,57;61,26;0;0,6;0,33;3,32;10,83;104;9;84;8;12;15;0;36;159
498;MAL;14;7,43;2,93;0,43;1,71;2,15;43,25;35,22;80,08;67,41;17,26;15,39;0,86;1,43;0,07;0,29;1,64;2;7,71;44,91;48,67;0,173;2,04;0,32;5,27;23,1;104;41;30;12;1;20;6;35;108
7969;IST;13;7,92;1,62;0,77;2,92;3,69;33,74;26,47;61,59;48,48;40,91;10,73;0,77;1,46;0,08;0,38;1,08;1,85;5,69;36,23;38,16;0,418;1,11;0,38;3,55;20,99;103;21;48;10;1;19;14;25;74
KWY;UNK;16;6,44;0,57;1,06;3,75;4,81;36,01;33,43;50,19;34,96;61,32;3,87;0,56;0,75;0,56;0,06;2,18;0,75;5,81;43,89;44,22;0,557;0,75;0,23;3,97;28,12;103;9;77;9;9;12;21;18;93
5803;SAS;10;10,2;3;0,9;1,6;2,5;40,35;28,89;53,12;45,1;38,24;16,67;1,7;3,4;0,1;0,7;2,9;3,5;5,9;41,67;43,94;0,441;0,88;0,43;4,32;23,86;102;30;25;17;1;34;13;23;59
13365;MCO;23;4,44;0,66;0,82;1,69;2,53;50,11;28,13;79,84;45,25;35,55;19,63;0,44;0,53;0,22;0,09;1,47;0,83;4,43;46,29;50,97;0,483;1,25;0,32;3,27;13,68;102;15;58;10;5;12;12;23;102
11823;HTA;29;3,52;0,34;0,48;1,24;1,72;60,29;0;74,07;80,39;0;19,61;0,38;0,41;0,24;0,24;1,52;1,07;3,93;60,29;63,85;0;0,83;0,29;2,82;11,93;102;10;50;11;7;12;0;41;114
7398;BUD;21;4,86;1,19;0,24;0,67;0,9;45,91;45,61;74,74;53,09;32,1;14,61;0,48;0,71;0,05;0,24;1,57;1,24;3,81;52,41;55,63;0,289;1,68;0,36;3,1;13,62;102;25;19;10;1;15;11;27;80
LUK;MAL;20;5,05;1,2;0,1;0,45;0,55;51,19;28,47;57,47;47,65;41,43;10,8;0,15;1;0;0,15;2,05;1,05;1,5;46,86;48,39;0,51;1,2;0,39;1,67;13,1;101;24;11;3;0;20;14;24;30
577;OLY, RED;32;3,16;0,28;0,19;1,25;1,44;60,87;30,85;53,5;33,76;59,51;6,89;0,28;0,44;0,09;0,03;1,56;0,5;1,78;50,67;51,18;0,699;0,64;0,25;1,5;12,59;101;9;46;9;3;14;20;17;57
9766;CSK, OLY;25;4;0,4;1,04;1,6;2,64;54,08;0;42,16;94,11;0;5,89;0,32;0,56;0,4;0,2;1,52;0,84;4,4;54,08;53,67;0;0,73;0,41;3,11;9,79;100;10;66;8;10;14;0;47;110
JXK;CHA;10;10;1,5;1,6;3,8;5,4;43,21;20;70,59;70;6;24;0,7;3,2;0;0,5;2,7;3,1;7,9;41,76;47,19;0,11;0,47;0,39;4,44;25,84;100;15;54;7;0;32;2;35;79
9877;TEL;46;2,18;0,37;0,43;0,78;1,22;54,06;29,33;67,21;42,1;38,6;18,84;0,39;0,44;0,15;0,11;1,33;0,72;1,89;48,73;52,55;0,53;0,84;0,23;1,45;9,32;100;17;56;18;7;20;13;21;87
TGO;ROM;16;6,19;0,88;1,62;3,38;5;54,04;0;63,29;80,81;0;19,19;0,81;1,94;0,94;0,75;2,69;2,25;7,81;53,32;56,1;0,013;0,45;0,28;4,85;22,17;99;14;80;13;15;31;0;40;125
KNZ;ZAL;15;6,6;0,73;1,6;3,07;4,67;54,29;0;60,53;76,77;0;23,23;1;2;0,53;0,33;3,87;2,2;6,4;54,29;57,08;0;0,37;0,37;4,33;17,99;99;11;70;15;8;30;0;38;96
5618;RED;33;3;0,39;0,27;0,85;1,12;63,3;45,19;66,67;38,36;57,54;4,04;0,24;0,51;0,36;0,09;1,18;0,21;2,45;65,92;66,31;0,583;0,76;0,29;2,14;10,28;99;13;37;8;12;17;19;19;81
10093;MIL, PAN;15;6,53;2,13;0,33;0,93;1,27;32,01;35,09;85,19;30,67;58,03;11,26;0,34;1,27;0,06;0,47;2,13;1,33;3,2;43,05;45,94;0,535;1,68;0,36;2,94;18,19;98;32;19;5;1;19;19;15;48
CNZ;LMG;14;7;0,93;0,36;1,07;1,43;37,21;45,45;72,41;32,65;45,92;21,43;0,57;1,07;0,07;0,29;2,5;3,29;5,64;50,66;55,21;0,434;0,87;0,36;3,63;19,71;98;13;20;8;1;15;15;16;79
CRM;MAL;18;5,44;0,17;0,84;2,33;3,17;56,19;100;88,5;73,4;3,03;23,48;0,33;1,17;0,67;0,28;1,61;1,22;6,22;57,62;64,11;0,015;0,14;0,43;4,06;12,52;98;3;57;6;12;21;1;36;112
1633;BAS, MAL;45;2,16;1,58;0,22;0,76;0,98;53,7;32,66;50,14;62,04;31,25;7,27;0,49;0,98;0,02;0,11;1,53;0,69;2,09;52,02;52,06;0,356;1,62;0,24;1,5;9,06;97;71;44;22;1;44;10;30;94
4206;ULK;22;4,41;0,36;0,68;1,77;2,46;54,9;27,84;49,8;67,96;21,53;10,27;0,54;0,77;0,45;0,14;1,54;0,86;4,13;51,03;51,68;0,294;0,47;0,35;2,98;12,73;97;8;54;12;10;17;7;33;91
APB;IST;15;6,46;2,07;1,2;1,93;3,14;41,51;0;69,95;76,24;0;23,76;0,6;1,87;0,2;0,27;1,6;2,07;6,67;41,05;46,38;0,011;1,1;0,36;4,08;18,09;97;31;47;9;3;28;0;37;100
7424;DARUSSAFAKA TEKFEN ISTANBUL;20;4,85;1,9;0,55;1,1;1,65;45,45;25,93;65,22;41,24;43,3;15,46;0,35;0,8;0,2;0,4;1,25;1,65;4,55;41,84;44,86;0,551;2,38;0,28;3,18;17,51;97;38;33;7;4;16;14;20;91
6701;MIL;22;4,36;0,41;0,23;0,5;0,73;42,98;45,07;87,3;26,91;59,11;13,6;0,18;0,27;0,09;0,09;0,59;0,64;3,55;57,33;61,06;0,583;1,48;0,57;2,94;7,6;96;9;16;4;2;6;19;13;78
645;;8;12;0,5;2,75;4,12;6,88;57,66;0;43,75;85,33;0;14,58;1,25;2;1;0,25;1,88;4,5;16;56,89;55,76;0,013;0,25;0,4;9,56;29,64;96;4;55;10;8;16;0;41;128
668;KLA;10;9,6;3,8;0;2,3;2,3;47,14;14,29;87,5;68,75;9,38;21,88;1,2;2;0;0,8;2,4;2,8;8,7;41,21;47,26;0,231;1,9;0,39;6,14;24,79;96;38;23;12;0;20;3;33;87
912;PAR, ZGO;17;5,59;1,71;0,53;1,24;1,76;39,47;37,14;86,67;31,58;41,05;27,37;0,24;0,59;0,06;0,06;1,12;1,82;6,53;47,26;55,1;0,479;2,9;0,36;4,32;15,37;95;29;30;4;1;10;13;15;111
KOH;;6;15,83;5,17;1,5;5,17;6,67;44,06;33,2;81,86;46,37;15,73;37,9;1,67;4,67;0,67;0,17;1,67;7,33;23,17;45,38;56,31;0,231;1,11;0,42;12,54;37,62;95;31;40;10;4;28;5;22;139
APL;ZAG;9;10,44;2,89;0,44;0,78;1,22;39,56;45,05;89,39;44,64;28,74;26,63;0,44;2,89;0;0,56;2;3;7,44;47,23;55,07;0,274;1;0,4;5,28;26,11;94;26;11;4;0;26;9;21;67
12622;ZAL;29;3,24;0,93;0,69;1,66;2,34;44,29;16,94;76;57,41;19,44;23,46;0,28;0,83;0,03;0,31;1,9;1,31;2,66;37,28;42,86;0,371;1,12;0,23;1,61;14,38;94;27;68;8;1;24;6;27;77
2982;MIL, NTR;17;5,53;2,47;0,18;1,76;1,94;44,44;29,08;100;42,55;51,03;6,38;0,53;0,82;0,06;0,06;1,76;1,29;5,41;43,99;45,8;0,55;3;0,26;3,68;21,67;94;42;33;9;1;14;16;20;92
9449;OLY;8;11,62;2,62;0,88;3,75;4,62;54,49;46,3;76,42;66,78;19,36;13,94;1;2,75;0,25;1,25;3,62;2,38;10,25;57,27;60,07;0,185;0,95;0,48;7,71;24,27;93;21;37;8;2;22;6;31;82
9816;PAN;28;3,32;0,57;0,46;1,96;2,43;48,8;26,47;66,67;36,75;48,8;15,06;0,61;0,39;0,5;0,04;1,82;0,57;3,36;43,16;45,86;0,62;1,46;0,21;2,53;15,75;93;16;68;17;14;11;15;17;94
AWM;BES, GAL;24;3,88;1,96;0,04;0,75;0,79;49,96;32,57;76,31;40,86;42,03;17,21;0,37;1,5;0,04;0,04;1,54;1,33;3,17;49,39;53,29;0,513;1,31;0,27;1,96;14,24;93;47;19;9;1;36;13;19;76
2925;IST;53;1,75;1,13;0,19;0,55;0,73;40,47;29,87;59,15;32,2;64,54;3,16;0,38;0,47;0;0,04;0,74;0,26;1,68;43,26;43,8;0,644;2,4;0,29;1,33;6,04;93;60;39;20;0;25;20;15;89
9212;MAD, PAR;37;2,46;0,4;0,24;1,35;1,59;51,35;29,73;86,67;41,77;36,3;21,86;0,19;0,51;0,27;0,11;1,54;0,49;1,97;47,97;54,07;0,5;0,79;0,32;1,46;7,7;91;15;59;7;10;19;11;19;73
4056;BER, ULK;24;3,79;0,75;0;0,58;0,58;47,47;45,63;89,87;19,81;69,12;10,92;0,21;0,67;0,04;0,16;2,12;1,08;2;62,31;65,19;0,708;1,13;0,41;1,8;9,31;91;18;14;5;1;16;21;9;48
4230;PAR;10;9,1;1,5;2,5;5;7,5;47,3;11,11;62,07;76,92;3,3;19,78;1,1;1,6;1,1;0,5;2,1;2,5;12,8;43,98;47,51;0,108;0,94;0,31;8,02;28,9;91;15;75;11;11;16;1;35;128
10413;PAN;19;4,79;1,63;0,37;1,32;1,68;31,9;32,64;92,65;37,16;49,48;13,15;0,53;0,89;0,05;0,21;2,79;1,37;2,58;39,83;43,47;0,464;1,83;0,29;2,15;16,64;91;31;32;10;1;17;15;17;49
8801;RED;22;4,14;0,27;0,91;2,09;3;61,95;0;76,08;61,35;0;38,41;0,77;1,27;0,18;0,14;2,23;1,55;5;61,95;69,71;0;0,21;0,36;3,2;11,43;91;6;66;17;4;28;0;28;110
3042;SOP;10;9,1;1,3;2,1;4,7;6,8;58,21;0;59,09;85,71;0;14,29;0,5;1,6;0,4;0,5;3;1,8;11,1;58,21;59,34;0;0,81;0,42;7,38;21,45;91;13;68;5;4;16;0;39;111
2873;SOP;10;9;0,8;1;4,2;5,2;48,08;47,37;76,47;55,56;30;14,44;0,5;1,1;0,1;0,2;2,6;2;9,6;54,23;57,34;0,268;0,73;0,37;6,18;24,44;90;8;52;5;1;11;9;25;96
10318;IST;17;5,29;0,35;1,35;1,18;2,53;68,27;0;53,41;91,12;0;8,88;0,41;0,88;0,53;0,41;1,65;0,82;5,47;68,27;67,52;0;0,4;0,41;4,4;12,92;90;6;43;7;9;15;0;41;93
LSK;KHI, UNK;35;2,57;0,74;0,43;1,46;1,89;53,28;37,12;73,93;20,24;73,2;6,56;0,49;0,71;0,06;0,11;1,54;0,71;2,74;55,15;56,42;0,776;1,04;0,17;1,83;15,51;90;26;66;17;2;25;22;9;96
2908;BAM;10;8,9;1,7;1,9;4,4;6,3;52,24;0;63,33;78,65;0;21,35;0,4;1,5;0,1;0,2;2,2;2,4;11,3;50;53,49;0,043;1,13;0,38;6,89;23,14;89;17;63;4;1;15;0;35;113
AHW;CTU, SAS;17;5,24;0,42;0,53;2,59;3,12;55,45;0;77,28;92,17;0;7,79;0;0,88;0,65;0,18;2,71;0,59;4,12;54,72;56,39;0,013;0,47;0,39;3;13,42;89;7;53;0;11;15;0;41;70
BFY;MAL;12;7,34;3,5;0,42;1,17;1,58;44,71;35,27;85,71;38,58;40,9;20,45;0,92;1,25;0,08;0,17;2,16;2,16;8,17;48,58;54,17;0,472;2,8;0,33;5,95;22,34;88;42;19;11;1;15;12;17;98
14316;OLY;16;5,5;2,31;0,44;1,37;1,82;54,76;34,52;80,55;38,61;37,65;23,83;0,5;1,19;0,06;0;1,81;2,06;6,75;53,25;59,08;0,508;1,95;0,35;4,28;15,57;88;37;29;8;1;19;11;17;108
6735;MAL;14;6,28;0,5;2,35;1,93;4,29;60,13;0;63,69;68,3;0;31,83;0,57;0,86;0,43;0,21;2,21;2,57;8,79;60,13;63,46;0;0,58;0,47;5,89;13,47;88;7;60;8;6;12;0;30;123
JTH;CHA;10;8,7;1,5;0,6;2,4;3;40,48;37,14;87,5;39,08;44,83;16,09;1;1;0,2;0,5;2,1;1,8;7,7;47,4;51,76;0,455;1,5;0,44;5,92;19,69;87;15;30;10;2;10;13;17;77
JRD;KHI, OLY;29;3;1,1;0,59;1,69;2,28;48,63;11,55;71,05;73,77;6,79;19,57;0,41;0,86;0,21;0,03;1,82;1,17;3,52;42,2;46,48;0,205;1,27;0,22;2,02;13,66;87;32;66;12;6;25;2;32;102
JNL;GSS;9;9,67;1,33;1,44;2,44;3,89;52,51;0;88,58;73,63;0;26,47;0,33;1;0,11;0,33;2,89;2,44;10;52,51;60,05;0;1,33;0,5;7,14;19,49;87;12;35;3;1;9;0;32;90
2090;BAM;33;2,64;0,33;0,45;0,79;1,24;59,57;0;59,34;78,1;0;21,83;0,12;0,67;0,24;0,21;1,52;1,06;2,12;58,53;60,31;0,018;0,5;0,32;1,46;8,34;87;11;41;4;8;22;0;34;70
5171;NIK;9;9,56;1,56;0,22;1,44;1,67;39;36;90,56;32,64;45,19;22,07;0;1,67;0,11;0,33;2,56;2,78;5,89;46,5;52,96;0,5;0,93;0,43;4,13;22,4;86;14;15;0;1;15;13;14;53
7736;PAR;36;2,39;0,47;0,58;1,11;1,7;49,79;32,68;75;30,12;62,65;6,97;0,47;0,19;0,06;0,03;1,5;0,53;2,44;49,27;50,89;0,679;2,42;0,19;1,92;12,62;86;17;61;17;2;7;18;13;88
7553;CAN, PAN;30;2,87;0,3;0,54;0,87;1,4;61,23;26,01;70;58,27;17,22;24,31;0,27;0,3;0,4;0,1;1,5;1,03;3,06;54,2;58,87;0,317;0,99;0,34;2,24;8,55;86;9;42;8;12;9;5;25;92
CRF;BIL;17;5,06;1,18;1,06;2,47;3,53;53,03;22,2;70,64;78,96;6,98;13,99;0,88;1,18;0,41;0,12;2,65;1,12;5,77;50,6;53,4;0,123;1;0,3;4,03;16,84;86;20;60;15;7;20;2;34;98
7595;GAL;16;5,38;2,38;0,06;0,19;0,25;47,93;42,02;85,23;30,11;55,76;13,94;0,25;1,38;0;0,25;2,38;1,62;3,5;56,76;60,35;0,585;1,72;0,38;2,89;14,08;86;38;4;4;0;22;16;13;56
7851;DYR;31;2,78;0,26;0,45;0,65;1,1;43,08;31,56;0;23;76,93;0;0,09;0,2;0,03;0,06;0,81;0,09;1,32;46,29;46,32;0,753;1,31;0,3;1,38;9,19;86;8;34;3;1;6;22;10;41
12801;RED;12;7,17;1,33;0,42;1,58;2;59,08;17,49;100;53,56;28,03;18,55;0,33;1,25;0,17;0,33;1,25;1,17;4,83;41,31;46,77;0,541;1,06;0,41;3,65;17,51;86;16;24;4;2;15;8;23;58
8961;ZAL;21;4,05;1,57;0,14;0,71;0,86;39,33;22,22;73,64;51,85;28,15;20;0,33;1,1;0,1;0,19;1,81;1,38;1,95;36,99;41,63;0,39;1,43;0,32;1,43;12,56;85;33;18;7;2;23;8;22;41
1865;PAM;13;6,46;0,15;0,23;2,15;2,38;47,79;37,5;74,56;50,04;42,85;7,12;0,23;1,08;0,16;0;1,46;0,85;4,23;51,36;52,84;0,421;0,14;0,33;2,92;19,45;84;2;31;3;2;14;12;21;55
9553;ASV;13;6,46;0,46;1,54;2,31;3,85;37,22;30,31;66,96;52,32;35,76;11,92;0,38;1,31;1,92;0,23;2,23;1,15;5,46;40,18;42,58;0,359;0,35;0,37;3,95;17,49;84;6;50;5;25;17;10;22;71
3297;CSK;13;6,46;0,69;0,15;0,93;1,08;36,28;55,54;73,07;18,98;71,47;9,56;0,47;0,92;0,15;0,08;2;0,92;4,23;65,49;66,83;0,621;0,75;0,42;3,82;15,22;84;9;14;6;2;12;20;8;55
5163;OLY;22;3,82;0,14;1,23;1,82;3,05;56,05;0;53,92;76,07;0;23,77;0,14;0,82;0,5;0,27;1,59;1,27;4,27;55,09;56,53;0,017;0,17;0,35;2,78;11,04;84;3;67;3;11;18;0;32;94
BEB;CSK;10;8,3;0,5;0,4;1,8;2,2;55,26;22,86;70,83;50,6;28,92;20,48;0,2;1,7;0;0,3;1,8;2,2;4,5;45,21;49,66;0,479;0,29;0,3;3,02;27,51;83;5;22;2;0;17;8;21;45
CTN;ROM;13;6,38;1,46;0,38;1,38;1,77;37,46;27,63;50,35;28,93;64,99;6,06;1,85;1,31;0,46;0,23;2,31;1,53;4,08;40,13;40,88;0,67;1,12;0,26;3,57;24,12;83;19;23;24;6;17;18;12;53
12739;PAM;21;3,95;0,19;1,52;2,62;4,14;56,61;0;54,39;84,56;0;15,7;0,33;0,9;0,57;0,38;1,9;1,29;5,48;56,61;57,22;0;0,21;0,29;3,4;13,72;83;4;87;7;12;19;0;35;115
3496;SAS;9;9,22;1,22;1,89;3,22;5,11;58,27;0;86,48;77,22;0;22,89;0,44;1,67;0,78;0,22;4;2,78;10,67;58,27;64,17;0;0,73;0,47;7,09;19,79;83;11;46;4;7;15;0;32;96
6667;CED;16;5,19;0,81;0,62;1,69;2,31;35,51;34,84;72,79;26,51;54,14;19,28;0,56;0,69;0,31;0,12;2,06;1,19;4,12;45,24;49,61;0,581;1,19;0,36;3,23;14,51;83;13;37;9;5;11;15;11;66
10776;ULK;15;5,54;1,46;1,13;2,27;3,4;58,97;44,15;82,91;79,55;14,31;5,96;0,6;1,34;0,47;0,2;2,14;0,53;6,4;59,97;61,41;0,138;1,1;0,35;4,7;15,64;83;22;51;9;7;20;4;33;96
202;BUD;22;3,73;0,45;0,32;1,55;1,86;100;42;100;9,65;84,45;6,17;0,36;0,09;0,09;0,05;2,14;0,36;3,14;65,49;67,06;0,933;5;0,26;2,83;14,19;82;10;41;8;2;2;23;4;69
4810;KHI;16;5,12;2,88;0,44;1,62;2,06;50;34,25;50,67;56,25;36,33;7,42;0,38;1,19;0,12;0,25;2,31;1,5;5,31;50,53;51;0,386;2,42;0,27;3,67;19,2;82;46;33;6;2;19;10;23;85
1401;LMG;20;4,1;0,25;1;2,05;3,05;45,33;0;56;82,93;0;17,07;0,3;1,25;0,1;0,4;2,5;1,1;2,15;45,33;47,67;0;0,2;0,29;1,55;13,98;82;5;61;6;2;25;0;34;43
BFF;RED;10;8,2;1,7;1;2,5;3,5;60;23,53;64,71;58,54;14,63;26,83;0,8;1,3;0,1;0,3;2,2;3,5;9,9;52,63;56,98;0,298;1,31;0,39;6,18;21,11;82;17;35;8;1;13;4;24;99
11939;ASV;15;5,4;2,2;0,2;1,93;2,13;35,66;28,99;82,3;49,26;33,33;17,22;0,8;1,53;0,07;0,47;2,13;2,33;4,73;38,45;42,88;0,357;1,44;0,34;2,76;15,84;81;33;32;12;1;23;9;20;71
5255;OLY, PAN;26;3,12;1,31;0,3;1;1,31;30,56;41,5;84;19,53;73,67;6,21;0,66;0,96;0,04;0;2,35;1,15;2,46;51,14;52,98;0,649;1,36;0,25;1,76;12,67;81;34;34;17;1;25;20;8;64
9003;TEL;17;4,76;1,12;0,06;0,76;0,82;42,55;46,1;66,13;42,02;40,97;17,23;0,18;0,88;0,12;0,12;1,71;1,29;3,06;52,53;55,28;0,375;1,27;0,43;2,37;11,09;81;19;14;3;2;15;11;17;52
592;MUN, SOP;18;4,44;0,28;1,5;2,56;4,06;44,07;32,57;73,8;37,5;48,9;13,8;0,45;1,28;0,39;0,17;2,17;0,72;3,94;46,65;49,59;0,54;0,22;0,27;2,69;16,49;80;5;73;8;7;23;13;15;71
6985;RED;22;3,63;1,91;0,23;1,27;1,5;52,11;33,04;84,05;57,39;22,44;20,04;0,36;1,23;0;0,18;1,82;0,86;3,41;51,37;56,69;0,291;1,55;0,28;2,41;13,01;80;42;33;8;0;27;6;23;75
4267;RED;22;3,64;0,41;0,09;0,68;0,77;41;39,25;87,67;22,53;60,16;17,58;0,41;0,41;0,05;0,05;1,45;1,27;2,82;52,62;57,21;0,65;1;0,39;2,07;9,42;80;9;17;9;1;9;16;9;62
3457;LJU;7;11,43;1,86;1,29;2,71;4;48,86;24,95;87,34;52,49;29,92;17,5;1;2,43;0,57;0,14;2,29;3,14;10,29;43,98;48,77;0,427;0,77;0,4;6,54;28,37;80;13;28;7;4;17;8;21;72
BIX;ULK;7;11,43;0,86;0,86;5,14;6;54,06;50;63,17;50,04;26,25;23,71;2,14;1,71;0,43;0,71;3;3,86;14,29;59,81;62,27;0,274;0,5;0,43;9,52;26,87;80;6;42;15;3;12;7;20;100
4289;OLY, PAN;27;2,96;0,15;0,55;1;1,52;57,6;0;46,3;84,92;0;15,04;0,07;0,59;0,18;0,15;1,41;1,33;2,63;57,6;56,81;0;0,25;0,38;1,56;7,75;80;4;41;2;5;16;0;34;71
7121;IST;10;8;1,4;0,2;1,4;1,6;47,22;37,5;90,91;42,5;45;12,5;0,5;0,9;0;0,2;2,1;1,3;5,6;51,47;54,91;0,471;1,56;0,44;4,66;18,27;80;14;16;5;0;9;12;17;56
7997;BAR;18;4,39;2,06;0;1,61;1,61;53,92;25,77;67,47;53,3;34,17;12,76;0,56;1;0,06;0,06;1,83;1,28;4,33;46,72;49,05;0,472;2,06;0,35;2,87;12,5;79;37;29;10;1;18;9;21;78
354;CHL;9;8,78;1,33;0,44;1,67;2,11;47,09;34,1;79,15;20,27;60,82;19,02;0,33;1;0;0,33;2,56;2,11;5,89;50,07;54,61;0,734;1,33;0,33;4,74;26,84;79;12;19;3;0;9;16;8;53
12591;VIR;23;3,43;0,35;0,3;0,74;1,04;44,59;29,91;85,47;40,82;30,61;29,15;0,43;0,78;0,04;0,17;1,13;1,57;2,91;44,71;52,69;0,427;0,45;0,35;1,77;9,84;79;8;24;10;1;18;8;16;67
KVK;UNK;19;4,11;2,9;0,16;1,74;1,89;71,96;28,12;74,9;46,12;42,18;11,55;0,69;1,26;0;0,11;1,53;1,21;5,9;53,81;56,29;0,609;2,29;0,19;3,76;21,23;78;55;36;13;0;24;11;18;112
LML;LMG;10;7,8;1;0,9;1,2;2,1;45,45;0;81,82;76,92;0;23,08;0,2;1;0,2;0,2;2,2;2,1;6;45,45;51,53;0;1;0,46;4,37;17,08;78;10;21;2;2;10;0;30;60
CIW;SOP;10;7,8;1,2;0,7;1,8;2,5;47,06;41,18;50;41,03;53,85;5,13;0,9;1,1;0;0,1;2,3;1;5,7;54,41;54,53;0,5;1,09;0,38;4,83;20,62;78;12;25;9;0;11;14;16;57
1209;SOP;30;2,57;0,7;0,53;1,37;1,9;41,03;22,22;50;83,12;7,79;9,09;0,4;0,47;0,03;0,33;2,27;0,77;1,3;40,23;41,33;0,103;1,5;0,16;1,22;15,66;77;21;57;12;1;14;2;32;39
JKP;IST;8;9,5;0,88;1;4,5;5,5;53,69;35,38;59,17;55,16;23,68;21,05;1,5;1;1,5;0,25;2,12;3,12;13,62;53,5;55,97;0,303;0,88;0,46;8,76;20,71;76;7;44;12;12;8;6;21;109
4664;ZAL;30;2,53;0,73;0,17;0,84;1;45,94;29,92;77,62;42,18;35,41;22,41;0,17;0,5;0,03;0,07;0,6;0,53;2,33;45,45;50,99;0,462;1,46;0,33;1,62;7,77;76;22;30;5;1;15;9;16;70
6819;BER;41;1,85;0,39;0,44;0,85;1,29;43,31;0;59,53;84,2;0;15,65;0,32;0,56;0,17;0,15;0,92;0,76;1,9;42,74;45,42;0,013;0,7;0,24;1,16;7,69;76;16;53;13;7;23;0;32;78
4834;BAR;25;3,04;0,16;0,84;0,52;1,36;69,15;0;64,59;76,32;0;23,76;0,28;0,64;0,48;0,04;1,28;1,04;3,48;69,15;70,06;0;0,25;0,39;2,49;7,78;76;4;34;7;12;16;0;29;87
AAS;MAL;18;4,22;0,45;0,61;2,56;3,17;41,79;37,46;71,54;20,91;59,09;19,79;0,56;0,67;0,11;0,11;2,17;1,39;4,61;51,54;55,69;0,678;0,67;0,25;2,91;16,83;76;8;57;10;2;12;15;8;83
2276;CSK;24;3,17;0,67;0,04;0,17;0,21;44,13;40,51;69,44;20,96;67,05;11,83;0,29;0,5;0,04;0,04;1;0,58;1,79;55,76;57,86;0,699;1,33;0,52;1,73;6,04;76;16;5;7;1;12;17;8;43
1215;BAR, TEL;11;6,91;0,55;0,91;2,72;3,63;60,09;14,1;79,3;71,1;3,91;24,99;0,27;1,46;0,18;0,27;1,91;2,64;7,91;54,84;60,78;0,135;0,38;0,49;4,45;13,98;76;6;40;3;2;16;1;27;87
BKM;IST;18;4,17;0,28;0,33;0,61;0,94;58,17;38,97;57,66;77,5;7,84;14,65;0,05;1,06;0;0,16;2,61;1;0,83;58,2;59,18;0,091;0,26;0,49;1,1;8,48;75;5;17;1;0;19;2;29;15
AWQ;BES;20;3,75;1,55;0,5;2,1;2,6;36,18;33,31;49,75;45,35;39,95;14,64;0,75;1,35;0,1;0,25;1,35;1,05;3,8;41,55;43,25;0,389;1,15;0,21;2,37;18,03;75;31;52;15;2;27;10;17;76
6497;BUD;16;4,69;0,5;0,44;1,75;2,19;38,17;33,23;100;21,32;67,8;10,66;0,44;0,94;0,19;0;2,94;0,31;1,5;46,44;49,68;0,709;0,53;0,24;1,8;19,45;75;8;35;7;3;15;17;8;24
11243;UNK;23;3,26;0,52;0,57;1,04;1,61;39,78;13,93;68,67;66,87;15,64;17,48;0,91;0,57;0,13;0,3;1,57;0,91;1,96;33,96;37,69;0,308;0,91;0,25;1,77;12,98;75;12;37;21;3;13;4;25;45
6586;PAN;42;1,78;0,26;0,24;0,67;0,91;42,99;22,24;72,32;48,13;19,53;31,99;0,43;0,26;0,12;0,1;1,69;0,95;1,21;39,69;47,75;0,343;1,01;0,23;0,98;7,63;75;11;38;18;5;11;5;18;51
4551;CED;30;2,5;0,64;1,03;1,46;2,5;43,37;0;60,49;61,23;0;38,65;0,47;0,77;0,07;0,3;2,2;1,6;2,87;43,37;50,65;0;0,83;0,2;1,8;12,35;75;19;75;14;2;23;0;23;86
BUL;BAS;22;3,36;0,54;0,36;1,46;1,82;24,83;36,5;48,28;16,13;81,43;2,65;0,36;0,13;0,04;0;1,68;0,55;2,36;45,66;45,76;0,696;4,07;0,23;1,94;14,34;74;12;40;8;1;3;20;6;52
ATH;LJU, ZAL;13;5,69;2,23;0,31;1;1,31;45,03;33,2;88,89;37,75;40,4;21,63;0,54;1,23;0;0,31;0,85;2,38;6,77;47,38;53,66;0,492;1,82;0,33;4,13;17,47;74;29;17;7;0;16;10;14;88
12123;MUN;27;2,74;0,55;0,15;0,63;0,78;56,83;24,36;58,29;56,79;28,53;14,97;0,18;0,81;0,08;0,3;1,15;0,71;1,07;47,93;49,85;0,439;0,68;0,38;0,98;7,27;74;15;21;5;2;22;7;21;29
